title	year	budget	revenue	release_date	runtime	vote_average	imdb_id	genre
In Memoria Di Me	2007	NULL	NULL	2007-01-01	115	7	tt0851191	Drama
In My Sleep	2009	NULL	NULL	2009-04-23	90	6.5	tt0326965	Mystery-Thriller
In Search of a Midnight Kiss	2007	25000	NULL	2007-04-27	90	7	tt0989000	Comedy-Drama-Romance-Indie
In the Bedroom	2001	NULL	NULL	2001-11-23	130	7	tt0247425	Drama-Thriller-Indie
In the Dark	2013	NULL	NULL	2013-01-12	88	NULL	tt2388208	Horror
In the Electric Mist	2009	NULL	117	2009-02-20	117	6.6	tt0910905	Drama
In The Land Of Blood And Honey	2011	10000000	301305	2011-12-23	127	7.7	tt1714209	Drama-Romance-War
In The Land Of Women	2007	10000000	17500000	2007-04-20	97	7	tt0419843	Comedy
In the Line of Fire	1993	NULL	102243874	1993-07-08	128	6.1	tt0107206	Action-Crime-Drama-Mystery-Thriller
In the Loop	2009	NULL	6149791	2009-01-22	106	6.1	tt1226774	Comedy
In the Mouth of Madness	1995	8000000	8946600	1994-12-12	95	7.5	tt0113409	Horror-Suspense-Thriller
In the Name of the Father	1993	13000000	65796862	1993-12-12	133	7.2	tt0107207	Drama
In the Name of the King: A Dungeon Siege Tale	2007	60000000	NULL	2008-01-11	127	4.5	tt0460780	Action-Adventure-Drama-Fantasy
In the Shadow	2012	NULL	NULL	2012-09-13	106	8.5	tt1860359	Crime-Drama-Thriller
In The Shadow Of The Moon	2007	NULL	NULL	2007-01-19	109	7.9	tt0925248	Documentary
In The Valley Of Elah	2007	23000000	26535747	2007-08-31	124	6.5	tt0478134	Drama
In Their Skin	2012	NULL	NULL	2012-11-09	97	4.8	tt1790869	Thriller
In This World	2002	NULL	NULL	2002-11-17	88	7.5	tt0310154	Drama-Foreign
In Time	2011	40000000	149400000	2011-10-28	109	6.4	tt1637688	Action-Science Fiction-Thriller
In Tranzit	2008	NULL	NULL	2008-04-04	113	6.3	tt0785012	Drama-Romance-War-Foreign
In Your Eyes	2010	NULL	NULL	2010-08-18	NULL	NULL	tt1413068	Drama-Romance
Inbetweeners  The Movie The	2011	NULL	NULL	2011-08-19	97	6	tt1716772	Comedy-Drama
Inbetweeners Movie The	2011	NULL	NULL	2011-08-19	97	6	tt1716772	Comedy-Drama
Incendiary	2008	10000000	NULL	2008-01-20	113	6.8	tt0984200	Drama-Thriller-Romance
Incendies	2010	6800000	7103838	2010-09-17	130	7.9	tt1255953	Drama-Mystery-War
Inception	2010	160000000	825532764	2010-07-16	148	7.5	tt1375666	Action-Adventure-Mystery-Science Fiction-Thriller
Incredible Burt Wonderstone The	2013	30000000	27200000	2013-03-15	100	5.2	tt0790628	Comedy
Incredible Hulk  The	2008	150000000	163712074	2008-06-12	114	6	tt0800080	Action-Science Fiction-Thriller
Incredible Shrinking Man The	1957	750000	NULL	1957-04-01	81	7.4	tt0050539	Science Fiction-Thriller
Incredibles The	2004	92000000	631442092	2004-11-04	115	6.7	tt0317705	Animation-Family
Indecent Proposal	1993	38000000	266614059	1993-04-07	117	5.8	tt0107211	Drama-Romance
Independence Day	1996	75000000	816969268	1996-07-02	145	6.3	tt0116629	Action-Adventure-Science Fiction
Indian Runner The	1991	7000000	191125	1991-09-20	127	7	tt0102116	Drama
Indiana Jones And The Kingdom Of The Crystal Skull	2008	185000000	786636033	2008-05-22	122	5.6	tt0367882	Action-Adventure
Indiana Jones and the Last Crusade	1989	48000000	474171806	1989-05-24	127	7.2	tt0097576	Action-Adventure
Indiana Jones and the Temple of Doom	1984	28000000	333000000	1984-05-22	118	6.6	tt0087469	Action-Adventure
Indiscreet	1958	NULL	NULL	1958-05-20	100	4	tt0051773	Comedy-Romance
Inescapable	2012	NULL	NULL	2012-09-14	93	4.5	tt1844203	Thriller-Romance
Infamous	2006	13000000	1151330	2006-11-16	110	6.3	tt0420609	Drama
Infancia clandestina	2011	NULL	NULL	2011-12-04	112	NULL	tt1726888	Drama
Infected	2013	1200000	NULL	2013-03-09	95	4.8	tt2536086	Action-Horror
Inferno	1980	3000000	NULL	1980-01-01	107	6.4	tt0080923	Horror-Thriller
Infidel The	2010	NULL	NULL	2010-05-01	105	6.3	tt1424003	Comedy-Drama-Indie
Informers The	2009	NULL	NULL	2008-11-05	98	5.8	tt0865554	Action-Adventure-Crime-Drama-Thriller-Indie
Inglourious Basterds	2009	70000000	319131050	2009-08-21	153	7.3	tt0361748	Action-Drama-Thriller-War
Inhale	2009	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ink	2009	NULL	NULL	2009-01-23	106	7.3	tt1071804	Action-Fantasy-Science Fiction-Thriller
Inkaar	2013	850000	1600000	2013-01-18	133	6.3	tt2094854	NULL
Inkheart	2008	60000000	57490374	2008-12-17	106	6.2	tt0494238	Adventure-Fantasy-Family
Inkubus	2011	NULL	NULL	2011-10-28	82	NULL	tt1650537	Horror
Inland Empire	2006	NULL	849055	2006-09-06	172	7.4	tt0460829	Drama-Mystery-Thriller-Indie
Innamorato pazzo	1981	NULL	NULL	1981-12-18	100	9.1	tt0082562	Comedy
Innerspace	1987	NULL	25893810	1987-06-30	120	6.5	tt0093260	Action-Comedy-Fantasy-Science Fiction-Family
Innocence	2004	NULL	NULL	2004-12-12	122	4.3	tt0375233	Drama-Mystery
Innocence Of Muslims	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Insane	2010	750000	NULL	2010-02-09	87	4.5	tt1491603	Horror
Insanitarium	2008	NULL	NULL	2008-07-15	89	5.5	tt1103984	Horror-Thriller
Insensibles	2012	NULL	NULL	2012-10-09	105	5.5	tt1757769	Fantasy-Horror-Mystery-Thriller
Inseparable	2011	NULL	NULL	2012-05-04	97	6.8	tt1032763	Comedy-Drama-Thriller
Inside Daisy Clover	1965	4500000	NULL	1965-12-01	128	NULL	tt0059314	Drama-Music-Romance
Inside Deep Throat	2005	2000000	653621	2005-02-11	92	6.3	tt0418753	Documentary
Inside Man	2006	45000000	184376254	2006-03-24	129	6.6	tt0454848	Crime-Drama-Thriller
Inside The Living Body	2007	NULL	NULL	2007-09-16	100	8.7	tt1086781	Documentary-Foreign
Inside the Whore	2012	NULL	NULL	2012-10-03	90	NULL	tt1705790	Horror
Insider The	1999	68000000	28965197	1999-10-28	157	7.1	tt0140352	Drama-Thriller
Insidious	2010	1500000	87927111	2010-09-13	103	6.8	tt1591095	Horror-Thriller
Insignificance	1985	NULL	NULL	1985-08-02	110	6.4	tt0089343	Comedy-Drama
Insomnia	1997	NULL	NULL	1997-03-14	97	7.3	tt0119375	Crime-Drama-Thriller-Foreign
Insomnia	2002	46000000	67000000	2002-05-24	118	6.4	tt0278504	Crime-Mystery-Thriller
Inspector Gadget	1999	75000000	NULL	1999-07-23	78	4.9	tt0141369	Action-Adventure-Comedy-Family
Intermission	2003	NULL	NULL	2003-08-29	105	6.5	tt0332658	Action-Comedy-Indie
Internal Affairs	1990	NULL	NULL	1990-01-12	114	6	tt0099850	Crime-Drama
International The	2009	50000000	25450527	2009-02-13	118	5.7	tt0963178	Action-Adventure-Crime-Mystery-Thriller
Interpreter The	2005	80000000	162944923	2005-03-11	128	6.2	tt0373926	Action
Interrupters The	2011	NULL	282448	2011-07-29	125	9	tt1319744	Documentary
Interstate 60	2002	7000000	NULL	2002-04-13	116	7.2	tt0165832	Adventure-Comedy-Drama-Fantasy-Mystery-Science Fiction
Interview	2007	NULL	NULL	2007-01-20	100	6.5	tt0480269	Drama-Indie
Interview With A Hitman	2012	NULL	NULL	2012-07-20	95	5.5	tt2061712	Action-Thriller
Interview with the Vampire: The Vampire Chronicles	1994	NULL	104694059	1994-11-11	123	6.6	tt0110148	Horror-Romance
Into Temptation	2009	NULL	NULL	2009-08-27	95	NULL	tt1232824	Drama-Mystery-Thriller-Indie
Into the Abyss	2011	NULL	NULL	2011-11-11	105	6.6	tt1972663	Crime-Documentary
Into the Blue	2005	50000000	18782227	2005-09-30	110	6	tt0378109	Action-Adventure-Crime-Thriller
Into The Sun	2005	15000000	NULL	2005-05-20	97	5.6	tt0358294	Action-Adventure-Drama-Thriller
Into The Wild	2007	15000000	37682065	2007-09-20	148	7.4	tt0758758	Adventure-Drama
Into Thin Air: Death on Everest	1997	NULL	NULL	1997-11-09	90	5.5	tt0118949	Action-Adventure-Documentary-Drama
Intolerable Cruelty	2003	60000000	NULL	2003-09-02	100	5.7	tt0138524	Comedy-Romance
Intouchables	2011	13000000	NULL	2011-11-02	112	7.9	tt1675434	Comedy-Drama
Intruder The	1999	NULL	NULL	1999-11-19	90	6	tt0187995	Thriller-Foreign
Intruders	2011	13000000	NULL	2011-09-16	100	5.3	tt1634121	Drama-Horror-Suspense-Thriller
Intruso	1993	NULL	NULL	1993-09-03	86	NULL	tt0107224	Drama-Foreign
Inu no eiga	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Inuyasha  Guren no houraijima	2004	NULL	NULL	2004-12-23	86	8	tt0473658	Action-Adventure-Animation-Science Fiction-Foreign
Inuyasha  Kagami no Naka no Mugenjo	2002	NULL	NULL	2002-12-22	99	7	tt0366621	Action-Adventure-Animation-Fantasy
Inuyasha  Tenka hadou no ken	2003	NULL	NULL	2003-12-20	98	9	tt0396659	Animation-Fantasy-Science Fiction-Foreign
Invasion of the Body Snatchers	1978	3500000	24046533	1978-12-20	115	7.2	tt0077745	Horror-Mystery-Science Fiction-Thriller
Invasion The	2007	80000000	15071514	2007-08-17	99	6.2	tt0427392	Thriller
Invasions barbares Les	2003	NULL	NULL	2003-05-21	99	7.4	tt0338135	Comedy-Drama
Invasor	2012	NULL	NULL	2012-11-30	99	3.5	tt2062559	Action-Drama-Thriller
Invention Of Lying The	2009	18500000	31912793	2009-09-14	100	5.9	tt1058017	Comedy-Fantasy-Romance
Invictus	2009	50000000	122233971	2009-12-11	134	6.5	tt1057500	Drama-History-Sport
Invincible	2006	NULL	57806952	2006-08-25	105	6.5	tt0445990	Drama-Sports Film
Invisible Empire: A New World Order Defined	2010	NULL	NULL	2010-04-15	132	9	tt1851974	Documentary
Invisible War The	2012	NULL	NULL	2012-06-22	93	9.3	tt2120152	Crime-Documentary-Drama-History
Invisible The	2007	30000000	26810113	2007-04-27	102	6.5	tt0435670	Action-Adventure-Crime-Drama-Fantasy-Thriller
Io e te	2012	NULL	NULL	2014-07-04	96	7.3	tt1801061	Drama-Foreign
Io sono Li	2011	NULL	NULL	2013-06-21	100	8	tt2036388	Drama-Foreign
Io Don Giovanni	2009	NULL	NULL	2009-10-20	NULL	NULL	tt0458515	Drama-Romance-Foreign
Iowa	2005	NULL	NULL	2005-04-22	104	NULL	tt0372346	Crime-Drama-Indie
Ip Man	2008	11715578	21888598	2008-12-12	108	7.2	tt1220719	Action-Drama-History-Sport
Ip Man: The Final Fight	2013	NULL	NULL	2013-03-22	100	6.4	tt2495118	Action-Drama
Irene Huss  Tatuerad torso	2007	NULL	NULL	2007-08-16	87	NULL	tt0940780	Crime-Mystery-Thriller
Irina Palm	2007	NULL	NULL	2007-02-13	103	8.8	tt0762110	Drama
Iris	2001	NULL	NULL	2001-12-14	91	6.5	tt0280778	Drama-Romance
Irish Jam	2006	NULL	NULL	2006-01-01	94	5	tt0405052	Comedy
Iron Doors	2010	NULL	NULL	2010-03-17	80	4.3	tt1520956	Mystery-Thriller
Iron Giant The	1999	70000000	23159305	1999-08-06	86	7.1	tt0129167	Adventure-Animation-Fantasy-Science Fiction-Family
Iron Invader	2011	NULL	NULL	2011-02-12	93	1.8	tt1651894	Fantasy-Science Fiction
Iron Lady The	2011	13000000	114956699	2011-12-30	105	6.2	tt1007029	Drama-History
Iron Maiden: Flight 666	2009	NULL	NULL	2009-04-21	112	9.1	tt1361558	Documentary-Music
Iron Man	2008	140000000	585174222	2008-05-01	126	7	tt0371746	Action-Adventure-Science Fiction
Iron Man 2	2010	200000000	621752099	2010-05-07	124	6.5	tt1228705	Action-Adventure-Science Fiction
Iron Man: Rise of Technovore	2013	NULL	NULL	2013-04-16	88	4.8	tt2654124	Animation
Iron Sky	2012	7500000	2523739	2012-04-03	93	5.6	tt1034314	Action-Comedy-Science Fiction
Ironclad	2011	25000000	NULL	2011-03-03	121	6.4	tt1233301	Action-Adventure-History-Romance
Ironweed	1987	NULL	NULL	1987-12-18	143	6.7	tt0093277	Drama
Irreversible	2002	NULL	NULL	2002-05-22	97	7.4	tt0290673	Crime-Drama-Mystery-Thriller
Is This Goodbye Charlie Brown	1983	NULL	NULL	1983-02-23	24	9.5	tt0123119	NULL
Ismael	2013	NULL	NULL	2013-12-26	NULL	NULL	tt1710393	Drama
Ish HaHashmal	2003	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ishq	1997	NULL	NULL	1997-11-28	161	7.5	tt0133024	Action-Comedy-Drama-Musical-Romance-Foreign
Ishqiya	2009	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Island At The Top Of The World The	1974	NULL	NULL	1975-10-17	93	7.5	tt0071671	Action-Adventure-Fantasy-Science Fiction-Family
Island of Dr Moreau The	1996	40000000	NULL	1996-08-23	96	5.4	tt0116654	Fantasy-Horror-Science Fiction
Island of Lost Souls	1932	NULL	NULL	1932-12-01	70	8.6	tt0024188	Adventure-Horror-Science Fiction
Island Of Terror	1966	NULL	NULL	1966-06-20	89	10	tt0060548	Horror
Island The	2005	NULL	NULL	2005-10-13	54	8.5	tt0445512	NULL
Ispansi	2010	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Issiz adam	2008	NULL	NULL	2008-01-01	NULL	8.5	tt1322930	Drama
It Came from Outer Space	1953	NULL	NULL	1953-05-26	81	8	tt0045920	Science Fiction
It Was a Short Summer Charlie Brown	1969	NULL	NULL	1969-09-27	NULL	6	tt0064501	Animation-Comedy-Short
Italian Job The	1969	NULL	NULL	1969-06-02	99	7.8	tt0064505	Action-Comedy-Crime-Thriller
Italian Job The	2003	60000000	176070171	2003-05-30	111	6.3	tt0317740	Action-Crime-Thriller
Italianetz	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ivan Vasilevich menyaet professiyu	1973	NULL	NULL	1973-01-01	93	9.2	tt0070233	Comedy-Science Fiction
Ivanhoe	1952	NULL	NULL	1952-01-01	106	8.2	tt0044760	Action-Adventure-Drama-Romance
Izgnanie	2007	NULL	NULL	2007-10-02	157	NULL	tt0488905	Drama
Izmena	2012	NULL	NULL	2012-08-31	115	NULL	tt2299954	Drama-Foreign
I Love Snuff	1995	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ilo Ilo	2013	NULL	NULL	2013-09-04	99	7	tt2901736	Drama
Inherit the Wind	1960	NULL	NULL	1960-06-24	128	7.4	tt0053946	Drama-History
Im in Love with a Church Girl	2013	NULL	NULL	2013-10-18	118	4.2	tt1618432	Drama-Romance
In the Name of the King III	2014	NULL	NULL	2014-02-05	85	3.3	tt2379386	Action-Adventure-Drama-Fantasy
Iron Will	1994	NULL	NULL	1994-01-14	108	6.4	tt0110157	Adventure-Drama-Family
Ida	2013	NULL	NULL	2013-10-25	80	7	tt2718492	Drama
I Am A Girl	2013	NULL	NULL	2013-08-28	88	5.5	tt3089442	Documentary
In Harms Way	1965	NULL	NULL	1965-04-06	165	8.3	tt0059309	Action-Adventure-Drama
In Country	1989	18	NULL	1989-01-01	120	4.9	tt0097570	Comedy-Drama-Romance
Ivan Veramaathiri	2013	NULL	NULL	NULL	NULL	NULL	NULL	NULL
I Married a Witch	1942	NULL	NULL	1942-10-30	77	7.2	tt0034881	Comedy-Fantasy-Horror
If I Were You	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Iron Man 3	2013	200000000	1198459803	2013-05-03	130	6.8	tt1300854	Action-Adventure-Science Fiction
Identity Thief	2013	35000000	173965010	2013-02-09	111	5.6	tt2024432	Comedy-Crime
Imaginary Friend	2012	NULL	NULL	2012-06-02	99	5	tt2171735	Thriller
It Takes a Man and a Woman	2013	NULL	NULL	2013-04-12	120	6	tt2816740	Comedy-Drama-Romance
Izmena	2012	NULL	NULL	2012-08-31	115	NULL	tt2299954	Drama-Foreign
I Declare War	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
iCarly: iGo to Japan	2008	NULL	NULL	2008-11-08	99	7	tt1286124	Comedy-Family
Impromptu	1991	NULL	NULL	1991-04-12	107	5.6	tt0102103	Comedy-Drama-Music-Romance
Into the Arms of Strangers: Stories of the Kindertransport	2000	NULL	NULL	2000-09-06	122	NULL	tt0248912	Documentary
Iceberg Slim: Portrait of a Pimp	2012	NULL	NULL	2013-07-19	89	6	tt2180016	NULL
Its a Disaster	2012	NULL	NULL	2012-06-19	86	5.7	tt1995341	Comedy
Inspector Gadget 2	2003	80000000	NULL	2003-03-11	89	4.6	tt0301454	Action-Adventure-Comedy-Family
I Spit on Your Grave 2	2013	NULL	NULL	2013-08-25	106	6.5	tt2537176	Crime-Horror-Suspense
Insidious: Chapter 2	2013	5000000	NULL	2013-09-13	106	6.7	tt2226417	Horror-Thriller
Io sono Li	2011	NULL	NULL	2013-06-21	100	8	tt2036388	Drama-Foreign
Imaginaerum	2012	4275000	NULL	2012-11-10	80	6.6	tt1959409	Drama-Fantasy-Musical
Issaq	2013	NULL	NULL	2013-07-27	148	NULL	tt2215163	Romance-Foreign
Inuyasha  Tenka hadou no ken	2003	NULL	NULL	2003-12-20	98	9	tt0396659	Animation-Fantasy-Science Fiction-Foreign
Informant	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
I Do	2012	NULL	NULL	2012-02-10	106	8	tt2249207	Comedy-Eastern-Romance-Foreign
I Dont Know How She Does It	2011	NULL	NULL	2011-09-16	89	5.7	tt1742650	Comedy
Its Kind of a Funny Story	2010	8000000	6380000	2010-10-08	101	6.9	tt0804497	Comedy-Drama-Indie
Its a Wonderful Life	1946	3180000	6600000	1946-12-30	130	7.1	tt0038650	Drama-Fantasy-Family
Indochine	1992	NULL	NULL	1992-04-15	148	7.7	tt0104507	Drama-Romance
I Am Not a Hipster	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
In the Family	2011	NULL	NULL	2011-11-04	169	NULL	tt1845804	Drama
I Was a Male War Bride	1949	NULL	NULL	1949-08-19	105	7.6	tt0041498	Comedy-Romance
Imagine	2012	NULL	NULL	2012-04-12	105	7.3	tt1846492	Drama
Italian Movies	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Islam: The Untold Story	2012	NULL	NULL	2012-08-28	74	NULL	tt2402438	NULL
Its a Girl	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Irene Huss  Nattrond	2008	NULL	NULL	2008-04-30	90	NULL	tt1043514	Crime-Drama-Mystery-Thriller
I Am ZoZo	2012	NULL	NULL	2012-02-18	85	NULL	tt2076223	Horror-Thriller
Infestation	2009	NULL	NULL	2009-02-05	93	6.4	tt1020543	Action-Comedy-Horror-Science Fiction
Is the Man Who Is Tall Happy	2013	NULL	NULL	2013-11-22	88	5.7	tt1817287	Animation-Documentary
Iron Man & Hulk: Heroes United	2013	NULL	NULL	2013-12-03	71	5.9	tt3221698	Action-Adventure-Animation
Ice Age 4: Continental Drift	2012	95000000	875115339	2012-07-13	88	6.2	tt1667889	Adventure-Animation-Comedy-Family
Intersections	2013	NULL	NULL	2013-01-29	101	5.6	tt1680123	Thriller-Romance
I Me aur Main	2013	NULL	NULL	2013-03-20	NULL	NULL	tt2064816	NULL
Ice Age: A Mammoth Christmas	2011	NULL	NULL	2011-11-24	26	6.7	tt2100546	Animation-Holiday-Family-Short
Illegal	1955	NULL	NULL	1955-10-28	88	5.3	tt0048199	Crime-Drama
Inside Job	2010	2000000	4300000	2010-10-08	109	7.1	tt1645089	Documentary
InSight	2011	NULL	17011	2011-09-02	92	10	tt1687277	Mystery-Thriller-Foreign
Im Still Here	2010	NULL	NULL	2010-09-10	107	6.1	tt1356864	Comedy-Drama-Music
Iddarammayilatho	2013	NULL	NULL	2013-05-31	135	4.3	tt2714622	Action-Comedy-Romance
Insensibles	2012	NULL	NULL	2012-10-09	105	5.5	tt1757769	Fantasy-Horror-Mystery-Thriller
InAPPropriate Comedy	2013	NULL	228	2013-03-22	84	4.1	tt1754811	Comedy
Inequality for All	2013	NULL	NULL	2013-01-19	88	8.6	tt2215151	Documentary
In a World	2013	NULL	NULL	2013-08-09	93	6.4	tt2294677	Comedy
I Used to Be Darker	2013	NULL	NULL	2013-10-04	90	6	tt2147728	Drama-Music
I AM Hardwell Documentary	2013	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Inside Llewyn Davis	2013	NULL	9685735	2013-12-20	105	7	tt2042568	Drama-Music
I Give It a Year	2013	NULL	NULL	2013-02-08	97	5.5	tt2244901	Comedy-Romance
I Frankenstein	2014	65000000	71154592	2014-01-24	92	5.8	tt1418377	Horror-Thriller
Ice Soldiers	2013	NULL	NULL	2013-12-06	95	5.9	tt3104304	Action-Science Fiction
Ikiru	1952	NULL	55240	1952-10-09	143	8.7	tt0044741	Drama
I Call First	1967	NULL	NULL	1967-11-15	90	8	tt0063803	Drama-Romance
Immediate Family	1989	NULL	NULL	1989-10-27	95	5	tt0097567	Comedy-Drama
It Happened One Night	1934	325000	NULL	1934-02-22	105	7.8	tt0025316	Comedy-Romance
Inspector Clouseau	1968	NULL	NULL	1968-07-19	96	4.5	tt0063135	Comedy-Crime-Foreign
Ill Follow You Down	2013	NULL	NULL	2013-07-28	93	6.8	tt2048770	Drama-Mystery-Science Fiction
Its Magic Charlie Brown	1981	NULL	NULL	1981-04-28	24	NULL	tt0082570	Family
I Bury the Living	1958	NULL	NULL	1958-07-01	76	6	tt0051755	Horror
Iceman	2014	NULL	NULL	2014-04-17	103	4.8	tt2557256	Action-Science Fiction
Its a Mad Mad Mad Mad World	1963	9400000	NULL	1963-11-07	192	7	tt0057193	Action-Adventure-Comedy-Crime
It Felt Like Love	2013	NULL	NULL	2013-01-19	82	NULL	tt2328922	Drama
Ideal Husband An	1999	14000000	18535191	1999-04-16	97	7.2	tt0122541	Comedy-Drama-Romance
Iron Jawed Angels	2004	NULL	NULL	2004-01-16	125	6.6	tt0338139	Drama-Indie
In Our Time	1944	NULL	NULL	1944-02-19	110	NULL	tt0036952	Drama-Romance
Ironclad: Battle for Blood	2014	NULL	NULL	2014-07-02	108	6.3	tt2404583	Action-Adventure
Invisible Mans Revenge The	1944	NULL	NULL	1944-06-09	78	5.5	tt0036959	Horror-Science Fiction
Into the White	2012	NULL	NULL	2012-03-06	100	6.3	tt1876277	Drama
Inserts	1974	NULL	NULL	1974-01-01	117	8	tt0073172	Drama-Thriller-Foreign
I Inside The	2004	8800000	NULL	2004-03-21	90	5.5	tt0325596	Mystery-Science Fiction-Suspense
Ice Princess	2005	25000000	27645491	2005-03-17	98	5.4	tt0396652	Comedy
It Happened on 5th Avenue	1947	NULL	NULL	1947-04-19	116	7	tt0039502	Comedy-Music-Romance
It Happened to Jane	1959	NULL	NULL	1959-08-05	97	NULL	tt0052933	Comedy-Romance
If You Could Only Cook	1935	NULL	NULL	1935-12-30	72	NULL	tt0026519	Comedy-Romance
Industrial Symphony No 1: The Dream of the Brokenhearted	1990	NULL	NULL	1990-01-01	50	6.6	tt0099844	NULL
IQ	1994	NULL	NULL	1994-12-25	100	6.1	tt0110099	Comedy-Drama-Romance
I Want to Live	1958	NULL	NULL	1958-11-18	120	6	tt0051758	Crime-Drama
Im Gonna Git You Sucka	1988	NULL	NULL	1988-12-14	88	6.4	tt0095348	Action-Comedy
It Came from Beneath the Sea	1955	NULL	NULL	1955-07-01	79	6	tt0048215	Horror-Science Fiction
It Always Rains on Sunday	1948	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Its All Gone Pete Tong	2004	2000000	120620	2004-09-12	90	8.9	tt0388139	Comedy-Drama-Music
It Started with Eve	1941	NULL	NULL	1941-09-26	90	7.5	tt0033766	Comedy-Musical-Romance
In the Weeds	2000	NULL	NULL	2000-06-11	91	NULL	tt0210756	Comedy-Romance
Jungle 2 Jungle	1997	NULL	NULL	1997-02-03	97	6	tt0119432	Comedy-Family
Jules et Jim	1962	NULL	NULL	1963-01-22	110	8.4	tt0055032	Drama-Romance-Foreign
Jeevan Ek Sangharsh	1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Jebiga	2000	NULL	NULL	2000-04-13	NULL	7.5	tt0248924	Comedy
Jamai Raja	1991	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Jaatishwar	2014	NULL	NULL	2014-02-28	NULL	8.8	tt3365690	NULL
Jack Ryan: Shadow Recruit	2014	60000000	50549107	2014-01-17	105	6.1	tt1205537	Action-Drama-Thriller
Jannat 2	2012	NULL	NULL	2012-05-04	NULL	10	tt2319889	Action-Romance-Foreign
Johny	2003	NULL	NULL	NULL	NULL	NULL	NULL	NULL
J Edgar	2012	35000000	37258650	2011-11-09	137	5.7	tt1616195	Crime-Drama-History
Jaane Tu Ya Jaane Na	2008	2300000	11100000	2008-07-04	155	7.5	tt0473367	Comedy-Drama-Romance
Jab Tak Hai Jaan	2012	NULL	NULL	2012-11-13	176	7.2	tt2176013	Drama-Romance
Jab We Met	2007	2300000	4600000	2007-10-26	145	8	tt1093370	Comedy-Drama-Romance
Jack	1996	45000000	NULL	1996-08-09	113	5.4	tt0116669	Comedy-Drama-Science Fiction
Jack and Diane	2012	NULL	NULL	2012-11-02	110	5	tt0850677	Drama-Horror-Romance
Jack and Jill	2011	79000000	NULL	2011-11-11	91	4.4	tt0810913	Comedy
Jack And Jill vs The World	2008	NULL	NULL	2008-01-01	89	5.8	tt0475252	Comedy-Romance
Jack Falls	2011	NULL	NULL	2011-03-21	100	6.3	tt1381508	Crime
Jack Frost	1998	27000000	NULL	1998-12-11	101	6	tt0141109	Comedy-Drama-Fantasy-Family
Jack Goes Boating	2010	NULL	538000	2010-09-23	89	6.5	tt1278379	Comedy-Drama-Romance
Jack Hunter and the Lost Treasure of Ugarit	2008	NULL	NULL	2008-06-06	138	6.7	tt1412353	Action-Adventure
Jack Reacher	2012	60000000	217570736	2012-12-21	130	6	tt0790724	Crime-Drama-Thriller
Jack the Giant Killer	1962	NULL	NULL	1962-01-01	94	7.3	tt0056112	Fantasy-Science Fiction-Family
Jack the Giant Slayer	2013	195000000	197687603	2013-03-01	114	5.5	tt1351685	Adventure-Drama-Fantasy
Jack The Ripper	1988	NULL	NULL	1988-10-21	182	8.3	tt0095388	Crime-Drama-Mystery-Thriller
JackJack Attack	2005	NULL	NULL	2005-03-15	5	7.4	tt0455565	Adventure-Animation-Family-Short
Jackal The	1997	60000000	159330280	1997-11-13	124	6.1	tt0119395	Action-Adventure-Crime-Thriller
Jackass  The Lost Tapes	2009	NULL	NULL	2009-10-13	105	NULL	tt1600413	Comedy
Jackass  The Movie	2002	5000000	64282312	2002-10-21	87	6.4	tt0322802	Comedy
Jackass 25	2007	NULL	NULL	2007-12-18	64	6.4	tt1117523	Comedy-Documentary
Jackass 35	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Jackass Number Two	2006	11000000	72778712	2006-09-22	95	6.6	tt0493430	Action-Comedy-Documentary
Jacket The	2005	29000000	21126225	2005-01-23	103	6.6	tt0366627	Drama-Mystery-Science Fiction-Suspense
