col_index	release_date	title	production_budget	domestic_gross	worldwide_gross
1347	7/25/2008	The X-Files: I Want to Believe	35,000,000	20,982,478	68,369,434
1348	8/24/2012	Premium Rush	35,000,000	20,275,446	31,393,201
1349	1/18/2013	Broken City	35,000,000	19,701,164	30,746,765
1350	8/19/2005	Valiant	35,000,000	19,478,106	64,188,387
1351	2/23/2000	Wonder Boys	35,000,000	19,389,454	33,422,485
1352	2/25/2005	Cursed	35,000,000	19,294,901	25,114,901
1353	12/21/2007	Walk Hard: The Dewey Cox Story	35,000,000	18,317,151	20,606,053
1354	9/20/2002	The Four Feathers	35,000,000	18,306,166	29,882,645
1355	4/30/2010	Furry Vengeance	35,000,000	17,630,465	39,340,177
1356	1/25/2013	Parker	35,000,000	17,616,641	46,346,651
1357	9/17/2004	Wimbledon	35,000,000	16,862,585	41,666,476
1358	9/15/2000	Bait	35,000,000	15,325,127	15,471,969
1359	12/8/2000	Dungeons and Dragons	35,000,000	15,185,241	33,771,965
1360	11/9/2007	Lions for Lambs	35,000,000	14,998,070	63,211,088
1361	1/18/1991	Flight of the Intruder	35,000,000	14,471,440	14,471,440
1362	5/27/2011	The Tree of Life	35,000,000	13,305,665	62,305,665
1363	8/17/2001	American Outlaws	35,000,000	13,264,986	13,264,986
1364	8/11/2006	Zoom	35,000,000	11,989,328	12,506,188
1365	12/25/2001	The Shipping News	35,000,000	11,405,825	24,405,825
1366	12/18/2009	The Young Victoria	35,000,000	11,001,272	31,878,891
1367	3/28/2014	Sabotage	35,000,000	10,508,518	18,376,443
1368	9/4/1998	Knock Off	35,000,000	10,319,915	10,319,915
1369	9/11/2009	Whiteout	35,000,000	10,275,638	12,254,746
1370	11/22/2006	The Fountain	35,000,000	10,144,010	15,461,638
1371	11/29/2013	Mandela: Long Walk to Freedom	35,000,000	8,324,748	27,481,678
1372	12/5/2008	Punisher: War Zone	35,000,000	8,050,977	10,157,534
1373	9/5/2003	The Order	35,000,000	7,659,747	11,559,747
1374	11/10/2006	A Good Year	35,000,000	7,459,300	42,064,105
1375	11/6/2002	Femme Fatale	35,000,000	6,630,252	16,830,252
1376	5/2/1997	Warriors of Virtue	35,000,000	6,448,817	6,448,817
1377	9/26/2003	Luther	35,000,000	5,781,086	29,465,190
1378	1/21/2010	Biutiful	35,000,000	5,101,237	25,101,237
1379	2/21/1992	Radio Flyer	35,000,000	4,651,977	4,651,977
1380	4/16/1993	Bound by Honor	35,000,000	4,496,583	4,496,583
1381	2/28/1997	Smilla's Sense of Snow	35,000,000	2,221,994	2,221,994
1382	10/3/1986	Playing for Keeps	35,000,000	2,000,000	2,000,000
1383	1/1/1980	Lion of the Desert	35,000,000	1,500,000	1,500,000
1384	4/19/1996	Le hussard sur le toit	35,000,000	1,320,043	1,320,043
1385	11/24/1999	Ride With the Devil	35,000,000	630,779	630,779
1386	9/22/2006	Bandidas	35,000,000	0	18,400,000
1387	12/31/2008	Black Water Transit	35,000,000	0	0
1388	12/25/2011	The Darkest Hour	34,800,000	21,443,494	62,831,715
1389	9/17/1993	The Age of Innocence	34,000,000	32,014,993	32,014,993
1390	8/14/2009	Gake no ue no Ponyo	34,000,000	15,090,399	205,312,666
1391	9/1/1999	Chill Factor	34,000,000	11,263,966	11,263,966
1392	8/27/1999	The Astronaut's Wife	34,000,000	10,672,566	10,672,566
1393	5/5/2000	I Dreamed of Africa	34,000,000	6,543,194	6,543,194
1394	12/4/1981	Reds	33,500,000	50,000,000	50,000,000
1395	12/11/1992	A Few Good Men	33,000,000	141,340,178	236,500,000
1396	6/2/2000	Big Momma's House	33,000,000	117,559,438	173,559,438
1397	3/16/2001	Exit Wounds	33,000,000	51,758,599	79,958,599
1398	7/27/2012	Step Up Revolution	33,000,000	35,074,677	165,552,290
1399	8/18/2006	Snakes on a Plane	33,000,000	34,020,814	62,020,814
1400	4/16/2004	The Punisher	33,000,000	33,664,370	54,533,774
1401	9/8/2000	The Watcher	33,000,000	28,946,615	47,267,829
1402	4/27/2012	Safe	33,000,000	17,142,080	41,495,213
1403	3/14/2008	Doomsday	33,000,000	11,008,770	21,621,188
1404	4/23/1999	Pushing Tin	33,000,000	8,408,835	8,408,835
1405	5/12/2006	Goal! The Dream Begins	33,000,000	4,283,255	27,610,873
1406	5/25/1983	Star Wars Ep. VI: Return of the Jedi	32,500,000	309,205,079	572,700,000
1407	5/13/2011	Bridesmaids	32,500,000	169,106,725	289,263,136
1408	12/10/2008	The Reader	32,500,000	34,194,407	113,019,290
1409	4/26/2013	The Big Wedding	32,500,000	21,819,348	35,770,721
1410	2/24/2012	Wanderlust	32,500,000	17,288,155	24,159,934
1411	11/7/2003	Elf	32,000,000	173,398,518	222,124,612
1412	7/5/1996	Phenomenon	32,000,000	104,636,382	152,036,382
1413	6/12/2013	This is the End	32,000,000	101,470,202	126,294,264
1414	1/18/2002	Snow Dogs	32,000,000	81,150,692	116,898,028
1415	6/16/2006	Nacho Libre	32,000,000	80,197,993	99,296,462
1416	11/23/1988	Scrooged	32,000,000	60,328,558	60,328,558
1417	8/27/2010	Takers	32,000,000	57,744,720	70,587,268
1418	4/1/2011	Source Code	32,000,000	54,712,227	140,428,499
1419	9/10/1999	Stigmata	32,000,000	50,041,732	89,441,732
1420	11/10/2000	Men of Honor	32,000,000	48,814,909	82,339,483
1421	9/2/2005	The Transporter 2	32,000,000	43,095,856	88,978,458
1422	2/18/2011	Big Mommas: Like Father, Like Son	32,000,000	37,915,414	83,915,414
1423	1/15/1993	Alive	32,000,000	36,299,670	36,299,670
1424	2/23/2007	The Number 23	32,000,000	35,193,167	77,593,167
1425	12/14/1979	1941	32,000,000	34,175,000	94,875,000
1426	10/21/2005	Dreamer: Inspired by a True Story	32,000,000	33,022,286	39,498,360
1427	9/23/2005	A History of Violence	32,000,000	31,493,782	61,477,797
1428	3/15/2013	The Incredible Burt Wonderstone	32,000,000	22,537,881	24,255,957
1429	2/10/1995	The Quick and the Dead	32,000,000	18,552,460	18,552,460
1430	4/30/2004	Laws of Attraction	32,000,000	17,848,322	29,948,322
1431	9/3/2010	Going the Distance	32,000,000	17,804,299	39,990,165
1432	10/22/1999	Bringing Out The Dead	32,000,000	16,640,210	16,640,210
1433	3/19/2010	Repo Men	32,000,000	13,942,007	18,195,238
1434	9/14/2007	D-War	32,000,000	10,977,721	79,915,361
1435	9/6/1996	Bogus	32,000,000	4,357,406	4,357,406
1436	3/26/1997	Cats Don't Dance	32,000,000	3,588,602	3,588,602
1437	12/8/1999	Cradle Will Rock	32,000,000	2,899,970	2,899,970
1438	12/15/2006	The Good German	32,000,000	1,308,696	1,308,696
1439	12/31/2004	George and the Dragon	32,000,000	0	0
1440	8/15/1979	Apocalypse Now	31,500,000	78,800,000	78,800,000
1441	11/2/2012	Flight	31,000,000	93,772,375	161,772,375
1442	12/18/1985	Out of Africa	31,000,000	79,096,868	258,210,860
1443	6/29/1979	Moonraker	31,000,000	70,300,000	210,300,000
1444	7/18/1990	Arachnophobia	31,000,000	53,208,180	53,208,180
1445	4/28/2000	Frequency	31,000,000	44,983,704	68,079,671
1446	9/28/2001	Hearts in Atlantis	31,000,000	24,185,781	30,885,781
1447	1/22/2010	Extraordinary Measures	31,000,000	12,482,741	15,826,984
1448	10/20/1995	Get Shorty	30,250,000	72,021,008	115,021,008
1449	6/8/1984	Ghostbusters	30,000,000	238,632,124	291,632,124
1450	11/22/1995	Toy Story	30,000,000	191,780,865	364,530,148
1451	12/27/2002	Chicago	30,000,000	170,687,518	307,687,518
1452	6/25/1999	Big Daddy	30,000,000	163,479,795	228,641,283
1453	8/10/2001	American Pie 2	30,000,000	145,096,820	286,500,000
1454	2/10/2012	The Vow	30,000,000	125,014,030	197,618,160
1455	6/10/1994	Speed	30,000,000	121,248,145	283,200,000
1456	3/2/1990	The Hunt for Red October	30,000,000	120,709,866	200,500,000
1457	8/16/2013	Lee Daniels' The Butler	30,000,000	116,632,095	151,513,429
1458	9/29/2000	Remember the Titans	30,000,000	115,654,751	136,706,683
1459	8/14/2009	District 9	30,000,000	115,646,235	215,196,627
1460	6/18/2004	Dodgeball: A True Underdog Story	30,000,000	114,326,736	167,791,704
1461	11/22/1991	The Addams Family	30,000,000	113,502,246	191,502,246
1462	11/10/1995	Ace Ventura: When Nature Calls	30,000,000	108,360,063	212,400,000
1463	8/3/2001	The Princess Diaries	30,000,000	108,244,774	165,334,774
1464	3/5/1999	Analyze This	30,000,000	106,885,658	176,885,658
1465	9/20/1996	The First Wives Club	30,000,000	105,489,203	181,489,203
1466	12/15/2004	Million Dollar Baby	30,000,000	100,492,203	232,016,402
1467	9/22/1995	Se7en	30,000,000	100,125,643	328,125,643
1468	10/8/2003	Mystic River	30,000,000	90,135,191	156,835,191
1469	11/10/1999	Pokemon: The First Movie	30,000,000	85,744,662	163,644,662
1470	11/19/2004	SpongeBob SquarePants	30,000,000	85,416,609	140,416,609
1471	12/4/2009	Up in the Air	30,000,000	83,823,381	166,842,739
1472	6/25/2004	The Notebook	30,000,000	81,001,787	102,276,787
1473	4/10/2009	Hannah Montana the Movie	30,000,000	79,576,189	169,173,206
1474	1/13/2008	27 Dresses	30,000,000	76,808,654	160,247,805
1475	11/17/2000	Rugrats in Paris	30,000,000	76,501,438	103,284,813
1476	12/25/1991	The Prince of Tides	30,000,000	74,787,599	74,787,599
1477	8/12/2005	Four Brothers	30,000,000	74,494,381	92,494,381
1478	12/23/1994	Legends of the Fall	30,000,000	66,502,573	160,502,573
1479	9/28/2012	Looper	30,000,000	66,486,205	176,486,205
1480	2/1/2013	Warm Bodies	30,000,000	66,380,662	116,643,610
1481	12/13/2002	About Schmidt	30,000,000	65,005,217	107,054,484
1482	1/17/2014	The Nut Job	30,000,000	64,251,538	66,251,538
1483	2/16/2001	Down to Earth	30,000,000	64,172,251	71,172,251
1484	8/4/1995	Babe	30,000,000	63,658,910	246,100,000
1485	8/8/2012	Hope Springs	30,000,000	63,536,011	104,534,624
1486	4/18/2008	Forgetting Sarah Marshall	30,000,000	63,172,463	105,173,042
1487	10/8/2004	Friday Night Lights	30,000,000	61,255,921	61,950,770
1488	4/25/2008	Baby Mama	30,000,000	60,494,212	64,391,484
1489	5/29/1998	Hope Floats	30,000,000	60,110,313	81,529,000
1490	1/9/2009	Bride Wars	30,000,000	58,715,510	115,150,424
1491	8/20/2004	Without a Paddle	30,000,000	58,156,435	65,121,280
1492	4/23/2004	13 Going On 30	30,000,000	57,139,723	96,439,723
1493	5/20/2011	Midnight in Paris	30,000,000	56,816,662	154,816,662
1494	10/5/2005	Wallace & Gromit: The Curse of the Were-Rabbit	30,000,000	56,068,547	197,593,152
1495	9/16/2005	The Corpse Bride	30,000,000	53,359,111	114,770,654
1496	5/14/2010	Letters to Juliet	30,000,000	53,032,453	79,135,982
1497	4/6/2001	Blow	30,000,000	52,990,775	83,282,296
1498	2/12/1999	Message in a Bottle	30,000,000	52,880,016	52,880,016
1499	6/9/1989	Star Trek V: The Final Frontier	30,000,000	52,210,049	70,200,000
1500	7/3/2002	Like Mike	30,000,000	51,432,423	62,432,423
1501	3/18/1994	Naked Gun 33 1/3: The Final Insult	30,000,000	51,041,856	51,041,856
1502	12/7/2007	Atonement	30,000,000	50,980,159	130,200,290
1503	5/24/1985	A View to a Kill	30,000,000	50,327,960	152,627,960
1504	1/14/2005	Racing Stripes	30,000,000	49,772,522	93,772,522
1505	9/22/1989	Black Rain	30,000,000	45,892,212	45,892,212
1506	4/13/2012	The Three Stooges	30,000,000	44,338,224	53,801,644
1507	7/21/2000	Pokemon 2000	30,000,000	43,746,923	133,946,923
1508	8/6/2010	Step Up 3D	30,000,000	42,400,223	165,889,117
1509	5/29/2009	Drag Me To Hell	30,000,000	42,100,625	91,388,487
1510	4/13/2012	The Cabin in the Woods	30,000,000	42,073,277	70,768,144
1511	9/19/2003	Secondhand Lions	30,000,000	42,070,939	47,902,566
1512	11/10/2006	Stranger Than Fiction	30,000,000	40,435,190	45,235,190
1513	4/8/2011	Hanna	30,000,000	40,259,119	65,343,694
1514	8/16/2002	Blue Crush	30,000,000	40,118,420	51,618,420
1515	10/19/2007	30 Days of Night	30,000,000	39,568,996	80,276,156
1516	12/19/1986	Little Shop of Horrors	30,000,000	38,747,385	38,747,385
1517	9/15/2006	Gridiron Gang	30,000,000	38,432,823	41,457,834
1518	7/20/1988	Midnight Run	30,000,000	38,413,606	81,613,606
1519	1/25/2008	Meet the Spartans	30,000,000	38,233,676	84,646,831
1520	11/13/1987	The Running Man	30,000,000	38,122,000	38,122,000
1521	9/13/2013	The Family	30,000,000	36,918,811	51,078,541
1522	11/21/1997	Mortal Kombat: Annihilation	30,000,000	35,927,406	51,327,406
1523	7/1/2011	Larry Crowne	30,000,000	35,608,245	61,449,135
1524	10/18/2013	Carrie	30,000,000	35,266,619	85,039,274
1525	4/1/2006	Take the Lead	30,000,000	34,742,066	65,390,493
1526	11/24/2010	Love and Other Drugs	30,000,000	32,367,005	102,719,647
1527	6/1/2001	What's the Worst That Could Happen?	30,000,000	32,267,774	38,462,071
1528	2/8/2013	Side Effects	30,000,000	32,172,757	60,288,363
1529	9/9/2009	9	30,000,000	31,749,894	48,559,999
1530	7/2/2014	Deliver Us from Evil	30,000,000	30,523,568	40,219,986
1531	4/27/2012	The Five-Year Engagement	30,000,000	28,700,285	54,588,202
1532	4/2/2004	The Prince & Me	30,000,000	28,165,882	29,356,757
1533	7/15/2011	Winnie the Pooh	30,000,000	26,692,846	50,145,607
1534	5/15/1998	Bulworth	30,000,000	26,528,684	29,203,383
1535	6/13/2003	Dumb and Dumberer: When Harry Met Lloyd	30,000,000	26,214,846	26,214,846
1536	8/4/1995	Virtuosity	30,000,000	23,998,226	23,998,226
1537	9/18/1998	One True Thing	30,000,000	23,337,196	26,708,196
1538	2/4/2011	Sanctum	30,000,000	23,209,310	104,283,753
1539	9/17/2004	Mr. 3000	30,000,000	21,800,302	21,827,296
1540	11/19/2010	The Next Three Days	30,000,000	21,148,651	67,255,916
1541	8/6/2004	Little Black Book	30,000,000	20,422,207	21,758,371
1542	1/19/2005	Assault On Precinct 13	30,000,000	20,040,895	36,040,895
1543	9/19/2008	Igor	30,000,000	19,528,602	31,013,349
1544	8/1/2014	Get on Up	30,000,000	19,414,610	19,414,610
1545	10/4/2013	Runner Runner	30,000,000	19,316,646	62,616,646
1546	2/6/1998	The Replacement Killers	30,000,000	19,035,741	19,035,741
1547	3/3/2006	Ultraviolet	30,000,000	18,522,064	20,722,064
1548	10/21/2005	North Country	30,000,000	18,324,242	25,224,242
1549	8/19/2011	Fright Night	30,000,000	18,298,649	40,520,649
1550	7/17/2002	Eight Legged Freaks	30,000,000	17,266,505	36,722,311
1551	7/19/1996	Fled	30,000,000	17,192,205	19,892,205
1552	6/4/2010	Splice	30,000,000	17,010,170	22,461,001
1553	4/18/2008	88 Minutes	30,000,000	16,930,884	32,955,399
1554	4/9/2004	The Whole Ten Yards	30,000,000	16,323,969	26,323,969
1555	8/1/1986	Howard the Duck	30,000,000	16,295,774	16,295,774
1556	10/24/2008	Pride and Glory	30,000,000	15,740,721	43,440,721
1557	8/26/2005	The Cave	30,000,000	15,007,991	27,147,991
1558	4/30/2004	Godsend	30,000,000	14,334,645	16,910,708
1559	6/20/2003	Alex & Emma	30,000,000	14,208,384	15,358,583
1560	9/3/2004	Wicker Park	30,000,000	13,001,257	21,601,257
1561	12/25/2005	The New World	30,000,000	12,712,093	26,184,400
1562	1/18/2013	The Last Stand	30,000,000	12,050,299	48,050,299
1563	1/15/1999	In Dreams	30,000,000	12,017,369	12,017,369
1564	3/12/1999	Wing Commander	30,000,000	11,578,022	11,578,022
1565	1/12/2001	Antitrust	30,000,000	10,965,209	17,865,209
1566	3/8/2013	Dead Man Down	30,000,000	10,895,295	18,903,193
1567	4/29/2011	Hoodwinked Too: Hood vs. Evil	30,000,000	10,143,779	23,353,111
1568	4/8/2009	Dragonball Evolution	30,000,000	9,362,785	58,228,460
1569	9/24/2004	First Daughter	30,000,000	9,055,010	10,419,084
1570	9/9/2005	An Unfinished Life	30,000,000	8,535,575	18,535,575
1571	12/25/2009	The Imaginarium of Doctor Parnassus	30,000,000	7,689,607	64,352,607
1572	12/17/2010	Barney's Version	30,000,000	7,502,560	8,845,575
1573	9/20/2002	Trapped	30,000,000	6,916,869	6,916,869
1574	6/1/1984	Once Upon a Time in America	30,000,000	5,321,508	5,321,508
1575	1/22/1999	Gloria	30,000,000	4,167,493	4,967,493
1576	9/21/2007	The Assassination of Jesse James by the Coward Robert Ford	30,000,000	3,909,149	15,313,631
1577	12/29/2004	The Merchant of Venice	30,000,000	3,765,585	18,765,585
1578	4/2/2003	The Good Thief	30,000,000	3,517,797	6,460,758
1579	8/17/2005	Supercross	30,000,000	3,102,550	3,252,550
1580	12/29/2006	Miss Potter	30,000,000	3,005,605	35,891,257
1581	5/5/2006	Wu ji	30,000,000	669,625	35,869,934
1582	9/23/2011	Machine Gun Preacher	30,000,000	538,690	538,690
1583	6/15/2007	DOA: Dead or Alive	30,000,000	480,314	7,756,224
1584	2/19/2010	Le Petit Nicolas	30,000,000	201,857	52,339,566
1585	10/7/2011	Xinhai geming	30,000,000	135,739	8,593,154
1586	12/31/2010	Konferenz der Tiere	30,000,000	0	53,311,125
1587	12/14/2007	Goodbye Bafana	30,000,000	0	2,717,302
1588	11/18/2005	Walk the Line	29,000,000	119,519,402	187,707,495
1589	12/27/1995	Twelve Monkeys	29,000,000	57,141,459	168,841,459
1590	9/12/2003	Once Upon a Time in Mexico	29,000,000	56,330,657	97,413,527
1591	4/14/2000	Keeping the Faith	29,000,000	37,036,404	45,336,404
1592	2/13/1998	The Borrowers	29,000,000	22,619,589	54,045,832
1593	12/5/2008	Frost/Nixon	29,000,000	18,622,031	28,144,586
1594	11/12/2004	Seed of Chucky	29,000,000	17,016,190	24,716,190
1595	8/23/2002	Serving Sara	29,000,000	16,930,185	20,146,150
1596	12/31/2002	Confessions of a Dangerous Mind	29,000,000	16,007,718	33,013,805
1597	8/26/2009	Taking Woodstock	29,000,000	7,460,204	10,066,366
1598	9/24/1999	Mumford	28,700,000	4,559,569	4,559,569
1599	3/4/2005	The Jacket	28,500,000	6,301,131	15,452,978
1600	11/11/1992	Aladdin	28,000,000	217,350,219	504,050,219
1601	5/23/1984	Indiana Jones and the Temple of Doom	28,000,000	179,880,271	333,080,271
1602	11/20/1998	The Rugrats Movie	28,000,000	100,494,685	140,894,685
1603	7/15/1988	Die Hard	28,000,000	81,350,242	139,109,346
1604	4/6/2001	Along Came a Spider	28,000,000	74,058,698	105,159,085
1605	2/14/2013	Safe Haven	28,000,000	71,399,120	93,943,623
1606	11/7/2008	Role Models	28,000,000	67,300,955	92,502,165
1607	2/6/2004	Miracle	28,000,000	64,378,093	64,474,705
1608	11/1/2013	Last Vegas	28,000,000	63,914,167	112,914,167
1609	1/26/2001	The Wedding Planner	28,000,000	60,400,856	94,728,529
1610	3/19/2004	Dawn of the Dead	28,000,000	58,990,765	103,452,875
1611	6/26/1981	For Your Eyes Only	28,000,000	54,800,000	195,300,000
1612	12/14/2001	The Royal Tenenbaums	28,000,000	52,353,636	71,430,876
1613	4/25/2003	Identity	28,000,000	52,131,264	82,183,683
1614	10/5/2001	Serendipity	28,000,000	50,255,310	75,294,136
1615	4/16/2010	Kick-Ass	28,000,000	48,071,303	97,527,535
1616	9/28/2001	Zoolander	28,000,000	45,172,250	60,780,981
1617	9/16/1994	Timecop	28,000,000	44,853,581	102,053,581
1618	7/27/2007	No Reservations	28,000,000	43,107,979	91,665,799
1619	7/16/1993	Hocus Pocus	28,000,000	39,360,491	39,360,491
1620	11/11/2005	Pride and Prejudice	28,000,000	38,372,662	120,918,508
1621	8/12/2011	30 Minutes or Less	28,000,000	37,053,924	40,966,716
1622	12/22/2000	Dracula 2000	28,000,000	33,000,377	33,000,377
1623	6/25/1982	Blade Runner	28,000,000	32,656,328	33,139,618
1624	4/7/1995	Rob Roy	28,000,000	31,390,587	31,390,587
1625	2/21/2014	3 Days to Kill	28,000,000	30,697,999	33,622,417
1626	8/16/2013	Kick-Ass 2	28,000,000	28,795,985	63,326,312
1627	10/12/2007	We Own the Night	28,000,000	28,563,179	55,307,857
1628	1/15/2010	The Spy Next Door	28,000,000	24,307,106	50,983,364
1629	4/25/2014	Brick Mansions	28,000,000	20,396,829	42,896,829
1630	5/12/2006	Just My Luck	28,000,000	17,326,650	38,159,905
1631	10/13/2000	Lost Souls	28,000,000	16,779,636	31,320,293
1632	4/18/2003	Winged Migration	28,000,000	11,689,053	33,189,053
1633	10/1/1999	Mystery, Alaska	28,000,000	8,891,623	8,891,623
1634	8/24/2001	John Carpenter's Ghosts of Mars	28,000,000	8,434,601	8,434,601
1635	7/11/1997	A Simple Wish	28,000,000	8,165,213	8,165,213
1636	12/25/1997	Kundun	28,000,000	5,686,694	5,686,694
1637	10/3/2008	How to Lose Friends & Alienate People	28,000,000	2,775,593	12,031,443
1638	12/31/2007	Alatriste	28,000,000	0	22,860,477
1639	6/1/2007	Knocked Up	27,500,000	148,761,765	219,154,490
1640	6/10/1983	Octopussy	27,500,000	67,900,000	187,500,000
1641	6/26/2009	My Sister's Keeper	27,500,000	49,200,230	96,673,002
1642	2/8/2008	Welcome Home Roscoe Jenkins	27,500,000	42,436,517	43,607,627
1643	1/13/2012	Joyful Noise	27,500,000	30,932,113	31,157,914
1644	12/25/2006	Notes on a Scandal	27,500,000	17,510,118	49,752,391
1645	10/19/2007	Rendition	27,500,000	9,736,045	27,036,045
1646	10/28/2011	Anonymous	27,500,000	4,463,292	15,815,509
1647	3/18/2011	Limitless	27,000,000	79,249,455	169,739,455
1648	12/6/1991	Star Trek VI: The Undiscovered Country	27,000,000	74,888,996	96,900,000
1649	6/7/2002	The Divine Secrets of the Ya-Ya Sisterhood	27,000,000	69,586,544	73,826,768
1650	10/3/1997	Kiss the Girls	27,000,000	60,527,873	60,527,873
1651	6/20/1980	The Blues Brothers	27,000,000	57,229,890	57,229,890
1652	12/25/1994	The Jungle Book	27,000,000	44,342,956	44,342,956
1653	8/6/2008	The Sisterhood of the Traveling Pants 2	27,000,000	44,089,964	44,270,131
1654	5/17/2002	About a Boy	27,000,000	40,803,000	129,949,664
1655	8/19/2011	Spy Kids: All the Time in the World	27,000,000	38,536,376	80,681,183
1656	7/16/1999	Lake Placid	27,000,000	31,770,413	31,770,413
1657	4/7/2006	Lucky Number Slevin	27,000,000	22,495,466	55,495,466
1658	10/21/1983	The Right Stuff	27,000,000	21,500,000	21,500,000
1659	7/20/1984	Die Unendliche Geschichte	27,000,000	21,300,000	21,300,000
1660	2/27/1998	Dark City	27,000,000	14,435,076	27,257,061
1661	9/19/2008	The Duchess	27,000,000	13,848,978	43,348,978
1662	10/1/2010	Case 39	27,000,000	13,261,851	29,302,804
1663	6/10/2005	The Honeymooners	27,000,000	12,834,849	13,174,426
1664	6/21/1985	Return to Oz	27,000,000	10,618,813	10,618,813
1665	3/27/1998	The Newton Boys	27,000,000	10,341,093	10,341,093
